Q_ID,Video_ID,Rank,Answer,Time (sec),,
LBYQbq-7Dvg,LBYQbq-7Dvg,5,"The woman is likely putting a watch on the other woman's wrist as part of a gift or to help her time, possibly as part of a playful or casual interaction.",4.0896,,
LBYQbq-7Dvg,LBYQbq-7Dvg,6,"The woman is likely trying on the watch to see how it looks or fits on her wrist, possibly as part of a demonstration or as a gift.",4.0896,,
LBYQbq-7Dvg,LBYQbq-7Dvg,7,"The woman is likely trying to help the other woman with her watch, possibly as a gesture of care or to fix a problem with the watch.",4.0896,,
LBYQbq-7Dvg,LBYQbq-7Dvg,8,The woman in yellow is likely trying to fit a watch on the other woman's wrist as part of a friendly gesture or a game they are playing.,4.0896,,
LBYQbq-7Dvg,LBYQbq-7Dvg,9,The woman in the yellow shirt is likely putting on the watch as a gesture of kindness or to help the other woman.,4.0896,,
LBYQbq-7Dvg,LBYQbq-7Dvg,10,"The woman is likely trying to adjust or fix the watch on the other woman's wrist, possibly to ensure it fits properly or to help with the strap.",4.0896,,
Lc79Goppqec,Lc79Goppqec,1,"A person is shown being checked at an entrance, and then walking through a security checkpoint.",4.0676,,
Lc79Goppqec,Lc79Goppqec,2,The video shows a person being checked at a security checkpoint before entering a building. The person is seen walking through a red rope barrier and passing through a metal detector.,4.0676,,
Lc79Goppqec,Lc79Goppqec,3,"The video shows a person being checked at an entrance, possibly for a Chinese Academy of Performing Arts (???) audition, and they bow and thank the staff.",4.0676,,
Lc79Goppqec,Lc79Goppqec,4,"The video shows a person being checked at a red rope barrier, then walking past it, and finally being greeted by a police officer.",4.0676,,
Lc79Goppqec,Lc79Goppqec,5,"The video shows a person going through a security check at the Central Academy of Drama (CDA) entrance, followed by a series of frames highlighting the importance of etiquette.",4.0676,,
Lc79Goppqec,Lc79Goppqec,6,The video shows a person passing through a security checkpoint at the Central Academy of Drama's entrance.,4.0676,,
Lc79Goppqec,Lc79Goppqec,7,"A person is seen walking through a red rope barrier, likely for an audition, and is greeted by others as they walk away.",4.0676,,
Lc79Goppqec,Lc79Goppqec,8,The video shows a person being checked at an entrance and then walking away.,4.0676,,
Lc79Goppqec,Lc79Goppqec,9,"The video shows a person passing through a red security line, interacting with security personnel, and receiving a friendly gesture of gratitude as they proceed.",4.0676,,
Lc79Goppqec,Lc79Goppqec,10,The video shows a person being checked at a security checkpoint and then walking through a glass door.,4.0676,,
LDos_KU6084,LDos_KU6084,1,"Yes, the concealer the woman is applying is used to change and cover up her skin color, particularly under the eyes and other areas where imperfections may be more visible.",4.1183,,
LDos_KU6084,LDos_KU6084,2,"Yes, the woman is using concealer to change the color of her skin around her eyes.",4.1183,,
LDos_KU6084,LDos_KU6084,3,"Yes, the concealer the woman is applying can help to change the skin color by covering up dark circles and blemishes, making the skin appear more even and brighter.",4.1183,,
LDos_KU6084,LDos_KU6084,4,"Yes, the woman is using a concealer which is designed to change the skin color by covering blemishes and dark circles.",4.1183,,
LDos_KU6084,LDos_KU6084,5,"Yes, the concealer the woman is applying is designed to change the skin color by covering up dark circles and blemishes.",4.1183,,
LDos_KU6084,LDos_KU6084,6,"Yes, the concealer the woman is applying is designed to change the skin color by covering blemishes and dark circles.",4.1183,,
LDos_KU6084,LDos_KU6084,7,"Yes, the concealer the woman is applying can change the skin color by covering blemishes and dark circles.",4.1183,,
LDos_KU6084,LDos_KU6084,8,"Yes, the woman is applying concealer, which is a product used to cover up and even out skin tone.",4.1183,,
LDos_KU6084,LDos_KU6084,9,"Yes, the woman is applying concealer which can change the appearance of her skin color by covering blemishes and dark circles.",4.1183,,
LDos_KU6084,LDos_KU6084,10,"Yes, the product the woman is applying appears to be a concealer, which is typically used to cover blemishes and even out skin tone.",4.1183,,
LfdH03plmIw,LfdH03plmIw,1,The Russian police are shown in tactical gear and engaging in what appears to be a training exercise.,3.9973,,
LfdH03plmIw,LfdH03plmIw,2,The Russian police are shown in full tactical gear and walking through a residential area.,3.9973,,
LfdH03plmIw,LfdH03plmIw,3,"The Russian police are shown in a different style, possibly with a focus on their tactical gear and equipment, contrasting with the more traditional uniforms of the other countries.",3.9973,,
LfdH03plmIw,LfdH03plmIw,4,The Russian police are shown in riot gear as they walk through a residential area.,3.9973,,
LfdH03plmIw,LfdH03plmIw,5,"The Russian police are shown in a more tactical and combat-ready manner, emphasizing their preparedness and specialized equipment.",3.9973,,
LfdH03plmIw,LfdH03plmIw,6,"The Russian police are shown in tactical gear and masks, walking down a street.",3.9973,,
LfdH03plmIw,LfdH03plmIw,7,"The Russian police are shown in a more tactical and armed manner compared to the other countries, emphasizing their readiness for potential threats.",3.9973,,
LfdH03plmIw,LfdH03plmIw,8,"The Russian police are shown in riot gear, patrolling the streets in Russia.",3.9973,,
LfdH03plmIw,LfdH03plmIw,9,The Russian police are shown in a more aggressive and tactical manner compared to the other countries.,3.9973,,
LfdH03plmIw,LfdH03plmIw,10,"The Russian police are shown in an urban setting, with officers in tactical gear patrolling.",3.9973,,
Lg_fVCxXhgY,Lg_fVCxXhgY,1,The metal is heated and shaped into a vase.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,2,The metal is cut into a cylindrical shape by a laser.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,3,The metal is shaped into a cylindrical form as it spins.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,4,"The metal spins, creating a hollow, vase-like shape.",3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,5,The metal spins to form a vase.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,6,The metal is shaped into a vase.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,7,The metal is shaped into a vase as it spins.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,8,"The metal spins for a while and then the laser cuts a circular shape into it, creating a smooth edge.",3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,9,The metal takes the shape of a vase as it spins.,3.7662,,
Lg_fVCxXhgY,Lg_fVCxXhgY,10,The metal is transformed into a vase as it spins.,3.7662,,
LI9DacxH6Ao,LI9DacxH6Ao,1,The sled accelerates due to the gravitational pull as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,2,The sled accelerates due to gravity as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,3,The sled goes faster as it descends the slide due to gravity pulling it downhill.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,4,The sled's speed increases due to the gravitational pull as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,5,The sled goes faster as it descends due to gravity pulling it down the slope.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,6,The sled gains speed due to gravity as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,7,The sled gains speed due to the gravitational pull as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,8,The sled accelerates due to gravity as it descends the slide.,4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,9,"The sled goes faster as it descends the slide due to the increasing gravitational pull and the smooth, frictionless surface of the slide.",4.0696,,
LI9DacxH6Ao,LI9DacxH6Ao,10,The sled gains speed due to the gravitational pull as it descends the slide.,4.0696,,
LjH-8x3DDqQ,LjH-8x3DDqQ,1,The man stands up and walks towards the back of the car.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,2,The man gets out of the car.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,3,The man walks away from the car.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,4,He gets out of the car and walks towards a group of people.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,5,The man walks towards a white car and opens the door.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,6,The man walks away from the car.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,7,"The man walks away from the car, holding a phone in his hand.",3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,8,He gets out of the car and walks away.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,9,The man gets into a white SUV.,3.6059,,
LjH-8x3DDqQ,LjH-8x3DDqQ,10,The man walks away from the car after shaking the other man's hand.,3.6059,,
LjKQRBfH6dw,LjKQRBfH6dw,1,"Putin proceeds to address a large group of people, engaging in a discussion that appears to be about a judo competition or event.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,2,"Putin celebrates his victory by walking off the mat with a smile, while the crowd cheers.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,3,Putin then participates in a group photo with other judo practitioners.,4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,4,Putin is seen shaking hands with a group of men in a gymnasium.,4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,5,"Putin addresses a group of people, including individuals from various countries, likely discussing international relations or other matters.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,6,"Putin participates in a judo demonstration, surrounded by a group of men in judo uniforms, and engages in various activities including judo moves, bowing, and shaking hands with his opponent.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,7,Putin joins a group of judo practitioners for a group picture.,4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,8,"Putin walks away with a smile, acknowledging the applause of the audience.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,9,"After some judo moves, bowing, and shaking hands with his opponent, Putin is shown standing with a group of people in white uniforms, suggesting a formal or ceremonial context.",4.0135,,
LjKQRBfH6dw,LjKQRBfH6dw,10,"Putin then proceeds to walk away, while the crowd cheers.",4.0135,,
LjLG1o7FDGM,LjLG1o7FDGM,1,"The person is likely making sounds as they eat to express enjoyment or to entertain the viewer, which is a common practice in social media content creation.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,2,The person might be making sounds as they eat to express enjoyment or to communicate the experience of tasting the food.,3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,3,"The person might be making sounds as they eat to enjoy the sensory experience and to share the experience with others, creating a fun and engaging atmosphere.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,4,The person is likely making sounds as they eat to enjoy the experience and share their sensory experience with the audience.,3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,5,"The person might be making sounds as they eat to express enjoyment, to engage with the camera, or simply to mimic the sounds of eating for entertainment.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,6,"The person might be making sounds as they eat to engage with the viewer, create a fun atmosphere, or simply enjoy the experience of eating.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,7,"The person might be making sounds as they eat to express enjoyment, share the experience with others, or simply be naturally expressive while eating.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,8,The person is likely making sounds as they eat to enhance the sensory experience and share their enjoyment of the food with the viewer.,3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,9,"The person might be making sounds as they eat to add a playful or expressive element to the experience, or it could be a result of the crunchy texture of the lollipop or the playful nature of the emoji stickers and text overlay.",3.8596,,
LjLG1o7FDGM,LjLG1o7FDGM,10,"The person is likely making sounds as they eat to add a playful or humorous element to the video, perhaps for entertainment or to engage the audience.",3.8596,,
LjSq8xGEuzw,LjSq8xGEuzw,1,A scope is mounted on the first weapon we see.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,2,A scope is mounted on the first weapon we see.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,3,A scope is mounted on the first weapon we see.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,4,The first weapon we see is equipped with a scope.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,5,A scope is mounted on the first weapon we see.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,6,The first weapon we see has a scope mounted on it.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,7,The first weapon we see has a scope mounted on it.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,8,The first weapon we see is equipped with a scope mounted on the top.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,9,A scope is mounted on the first weapon we see.,3.5692,,
LjSq8xGEuzw,LjSq8xGEuzw,10,The first weapon we see has a scope mounted on it.,3.5692,,
LJuzoIUr4d4,LJuzoIUr4d4,1,The man puts on a pair of blue sunglasses before putting on the cap.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,2,The man puts on a yellow cap after he puts on a yellow shirt and adjusts it.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,3,The man puts on a yellow cap after holding a yellow cloth in front of his face.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,4,The man puts on a yellow cap before putting on the sunglasses.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,5,The man puts on a yellow cap after adjusting his sunglasses.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,6,The man puts on a yellow swim cap before putting on the cap.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,7,The man applies a yellow substance to his head and then puts on a yellow cap.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,8,The man holds a yellow object above his head before putting on the cap.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,9,The man puts on a yellow cap before putting on the sunglasses.,30.8635,,
LJuzoIUr4d4,LJuzoIUr4d4,10,The man puts on a yellow cap and sunglasses before putting on the cap.,30.8635,,
LkdfiZcQ7lU,LkdfiZcQ7lU,1,"The pencil was likely removed to be used in a creative project, possibly drawing or coloring, given the context of the video showcasing art supplies and an artist's work.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,2,"The pencil was removed to create a drawing, as suggested by the video showing a person drawing a triangle with a pencil.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,3,"The pencil was likely removed to be used in an artistic project, such as coloring or sketching, as indicated by the other artistic elements in the video.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,4,"To select a specific color for the artwork, which in this case is a black and white drawing of a woman in a black bodysuit.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,5,"The pencil was removed to highlight the vibrant range of colors in the box, emphasizing the variety of hues available for an artist's use.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,6,"The pencil was removed to emphasize the vibrant range of colors available, likely to inspire creativity or highlight the artistic tools used.",4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,7,The pencil was likely removed to use it for a creative drawing or painting project.,4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,8,The pencil was removed to be used for drawing on a sketchbook featuring a mermaid illustration.,4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,9,The pencil was removed from the box to be used for coloring a detailed drawing of a woman with a vibrant and creative design.,4.1258,,
LkdfiZcQ7lU,LkdfiZcQ7lU,10,"The pencil was removed to prepare for a drawing, as the video shows the person drawing a picture with it.",4.1258,,
LKiaCf1QZFw,LKiaCf1QZFw,1,"The woman says ""my baby:"" at the end of the video.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,2,"The woman says ""my baby:"" at the end of the video, which is likely a playful or humorous statement about her baby's activity or reaction.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,3,"The woman says ""my baby:"" at the end of the video.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,4,"The woman says ""my baby:"" indicating a playful or humorous tone about her anticipation of feeling her baby kick.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,5,"The woman in the video does not speak; she is shown lying down with a caption that reads ""my baby:"" suggesting a humorous or affectionate context about the baby's reaction.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,6,"The woman says ""my baby:"" indicating a playful or excited tone about her baby's actions.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,7,"The woman in the video says ""my baby:"" at the end, indicating that the baby is not kicking as expected.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,8,"The woman says ""my baby:"" at the end of the video, indicating that she is speaking to her unborn child.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,9,"The woman in the video says ""my baby:"" at the end, indicating a playful or affectionate tone.",4.0538,,
LKiaCf1QZFw,LKiaCf1QZFw,10,"The woman says ""my baby:"" at the end of the video.",4.0538,,
LNb5uNQXkwg,LNb5uNQXkwg,1,"After the keyboard is turned on, the hand begins to type on it, causing the keys to light up.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,2,"The keyboard lights up with a blue glow, and the person interacts with it by pressing the keys.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,3,"The keyboard lights up, indicating it has been successfully turned on.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,4,"The keyboard lights up, revealing the illuminated keys, and a hand begins to type on it.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,5,"After the keyboard is turned on, a hand begins to press the keys, causing the light to flash and a small screen on the keyboard to display a colorful interface.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,6,"After the keyboard is turned on, the keys light up with a soft blue glow, creating a visually appealing effect.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,7,"The hand interacts with the illuminated keys of the keyboard, demonstrating its functionality.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,8,"After the keyboard is turned on, the keys light up in a bright blue color.",3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,9,The keyboard lights up with a blue glow after it is turned on.,3.9917,,
LNb5uNQXkwg,LNb5uNQXkwg,10,"After the keyboard is turned on, it emits a bright blue light, illuminating the keys and the surrounding area.",3.9917,,
LOB9f-SQJn0,LOB9f-SQJn0,1,The sandals appear much cleaner and more refreshed after the cleaning procedure.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,2,The sandals look much cleaner and more vibrant in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,3,The sandals appear significantly cleaner and more vibrant in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,4,The sandals appear much cleaner in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,5,"The sandals appear much cleaner and brighter after the cleaning procedure, as shown in the ""After"" picture compared to the ""Before"" picture.",4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,6,The sandals appear much cleaner and brighter in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,7,"The sandals look much cleaner and more vibrant in the ""After"" picture compared to the ""Before"" picture.",4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,8,The sandals appear much cleaner and more polished in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,9,The sandals appear much cleaner in the after picture compared to the before picture.,4.159,,
LOB9f-SQJn0,LOB9f-SQJn0,10,The sandals appear much cleaner in the after picture compared to the before picture.,4.159,,
Loyn1vxCI6E,Loyn1vxCI6E,1,Two,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,2,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,3,2,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,4,2,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,5,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,6,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,7,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,8,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,9,The girl gives the man two bottles of water.,3.4773,,
Loyn1vxCI6E,Loyn1vxCI6E,10,The girl gives the man two bottles of water.,3.4773,,
LQ8zkNuUREU,LQ8zkNuUREU,1,Embroidery,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,2,The video shows the process of creating a flower design on fabric using embroidery techniques with a needle and thread.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,3,Embroidering a flower.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,4,A person is stitching a flower onto fabric using a needle and thread.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,5,The video shows a person embroidering a flower on fabric using a needle and thread.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,6,The video is demonstrating the process of creating a flower design on fabric using embroidery techniques.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,7,The video shows the process of creating a floral design on fabric using needle and thread.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,8,Embroidery.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,9,The video shows someone stitching a flower design onto fabric using a needle and thread.,4.0484,,
LQ8zkNuUREU,LQ8zkNuUREU,10,"The video shows the process of creating an embroidery design on fabric, specifically a flower with a needle and thread.",4.0484,,
LRaDnSW9n6U,LRaDnSW9n6U,1,"The video compares the prices of various power tools and construction materials in two different regions, Russia and Poland.",4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,2,The video compares prices of various power tools and construction materials between Russia and Poland.,4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,3,The video compares the prices of various tools and construction materials in Russia and Poland.,4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,4,"The video compares the prices of various DeWalt power tools and other products in two different regions, Russia (??) and Poland (??).",4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,5,The video compares prices of various DeWalt and Bosch power tools and other items in Russia (??) and Poland (??).,4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,6,"The video compares prices of various power tools, specifically DeWalt and Bosch products, in Russia and Poland.",4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,7,"The video compares the prices of various DeWalt and Bosch power tools, as well as other hardware products, in Russia and Poland.",4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,8,The video compares prices of various tools and hardware items between Russia (??) and Poland (??).,4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,9,The video compares prices of various power tools and equipment in Russia and Poland.,4.1966,,
LRaDnSW9n6U,LRaDnSW9n6U,10,The video compares the prices of various power tools and construction materials from Russia and Poland.,4.1966,,
LSz_xBDBPNc,LSz_xBDBPNc,1,The man instructed his assistant to pour water on the glowing calcium to observe the reaction.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,2,The man instructed his assistant to pour water on the glowing calcium to observe the reaction.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,3,The man instructed his assistant to pour water on the glowing calcium.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,4,The man instructed his assistant to add water to the glowing piece of calcium.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,5,The man instructed his assistant to pour water on the glowing piece of calcium.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,6,"The man instructed his assistant to pour water on the glowing calcium, leading to a bright explosion of light and smoke.",3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,7,The man instructed his assistant to pour water on the glowing calcium.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,8,The man instructed his assistant to quickly put it in water to prevent the calcium from burning.,3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,9,"The man instructed his assistant to take the glowing calcium and throw it into the water, resulting in a burst of light and a loud explosion.",3.9949,,
LSz_xBDBPNc,LSz_xBDBPNc,10,The man instructed his assistant to place the glowing calcium in a container of water.,3.9949,,
LT1xMLzH21o,LT1xMLzH21o,1,"The characters are holding plastic spiders and a severed hand, which have no taste.",3.6207,,
LT1xMLzH21o,LT1xMLzH21o,2,The video does not provide any information about the taste of the objects the characters are holding.,3.6207,,
LT1xMLzH21o,LT1xMLzH21o,3,The items the characters are holding do not have a taste as they are not edible.,3.6207,,
LT1xMLzH21o,LT1xMLzH21o,4,"The things the characters are holding taste like they are made of plastic or rubber, not edible materials.",3.6207,,
LT1xMLzH21o,LT1xMLzH21o,5,"The characters are holding spiders and a pig's foot, so it's likely they taste like insects and meat, respectively.",3.6207,,
LT1xMLzH21o,LT1xMLzH21o,6,The description does not provide information about the taste of the items being held by the characters.,3.6207,,
LT1xMLzH21o,LT1xMLzH21o,7,The video does not provide any information about the taste of the items the characters are holding.,3.6207,,
LT1xMLzH21o,LT1xMLzH21o,8,"The characters are holding toy spiders, not food, so they do not have a taste.",3.6207,,
LT1xMLzH21o,LT1xMLzH21o,9,"The characters are holding realistic-looking food items, but the taste is not specified in the image.",3.6207,,
LT1xMLzH21o,LT1xMLzH21o,10,"The characters are holding items that are not food, so they do not have a taste.",3.6207,,
Ltv4vx1UOl4,Ltv4vx1UOl4,1,The little boy begins to smile and makes playful gestures towards the camera.,4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,2,"After realizing he is being recorded, the little boy becomes more playful and starts to kiss and hug the woman affectionately.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,3,The little boy turns away and then leans back into the woman's shoulder.,4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,4,"After the little boy realizes he is being recorded, he turns to face the camera and begins to smile and interact with the person holding the camera.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,5,"After the little boy realizes he is being recorded, he stops moving and looks at the camera.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,6,"The little boy turns his head away, presumably to avoid the camera.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,7,"After the little boy realizes he is being recorded, he playfully interacts with the person recording, displaying curiosity and energy.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,8,"After the little boy realizes he is being recorded, he moves closer to the camera, seemingly curious or playful.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,9,"After the little boy realizes he is being recorded, he playfully leans in closer to the woman, appearing to kiss her cheek, and then turns his head away as if to avoid further interaction with the camera.",4.216,,
Ltv4vx1UOl4,Ltv4vx1UOl4,10,"The little boy starts to move away from the woman, as if realizing they are being recorded.",4.216,,
Lua4I9I8nfc,Lua4I9I8nfc,1,The real truck is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,2,The real truck is going over two bumps in the video.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,3,The real truck is going over two bumps in the video.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,4,The real truck is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,5,The real truck is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,6,The real truck is going over one bump.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,7,The real truck is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,8,The real truck in the video is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,9,The real truck is going over two bumps.,3.428,,
Lua4I9I8nfc,Lua4I9I8nfc,10,The real truck is going over two bumps.,3.428,,
LusRurRrmf0,LusRurRrmf0,1,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,2,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,3,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,4,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,5,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,6,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,7,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,8,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,9,1,3.7389,,
LusRurRrmf0,LusRurRrmf0,10,1,3.7389,,
LUZHLX2pBdk,LUZHLX2pBdk,1,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,2,The man is wearing camouflage-patterned shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,3,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,4,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,5,The man is wearing shorts.,3.3475,,
LUZHLX2pBdk,LUZHLX2pBdk,6,The man is wearing shorts.,3.3475,,
